Date,ID,Click Cost
1/1/2015 13:48,2.99029E+18,0
1/1/2015 13:50,8.34981E+18,0
1/1/2015 13:50,5.94533E+18,0
1/1/2015 13:50,4.66767E+18,10.713059
1/1/2015 13:51,7.89009E+18,5.904378
1/1/2015 13:51,8.06493E+17,0
1/1/2015 13:51,1.0027E+18,12.783961
1/1/2015 13:51,6.94719E+18,9.413404
1/1/2015 13:52,4.95793E+18,8.539488
1/1/2015 13:52,5.3737E+18,8.367653
1/1/2015 13:53,1.62723E+18,9.810199
1/1/2015 13:53,1.33505E+18,6.317726
1/1/2015 13:52,3.07303E+18,0
1/1/2015 13:53,7.29115E+18,0
1/1/2015 13:53,4.13685E+18,0
1/1/2015 13:54,1.77474E+18,0
1/1/2015 13:55,1.83095E+17,14.391221
1/1/2015 13:57,3.47527E+18,0
1/1/2015 13:58,6.82672E+18,14.189149
1/1/2015 13:58,6.6702E+18,0
1/1/2015 13:59,2.77752E+18,0
1/1/2015 14:00,1.43143E+18,5.383036
1/1/2015 14:01,1.43874E+18,11.876915
1/1/2015 14:01,1.97778E+18,0
1/1/2015 14:01,6.89537E+18,0
1/1/2015 14:01,8.818E+17,8.689386
1/1/2015 14:01,4.64741E+18,0
1/1/2015 14:01,4.81005E+18,0
1/1/2015 14:03,6.25718E+18,0
1/1/2015 14:03,6.61624E+18,0
1/1/2015 14:03,7.50335E+18,10.384155
1/1/2015 14:05,9.88216E+17,0
1/1/2015 14:06,5.28551E+18,0
1/1/2015 14:06,1.65302E+18,12.920053
1/1/2015 14:08,4.44054E+18,11.081571
1/1/2015 14:08,3.55602E+18,13.885084
1/1/2015 14:08,4.4993E+18,12.594804
1/1/2015 14:08,3.19722E+18,0
1/1/2015 14:10,3.51331E+18,0
1/1/2015 14:10,5.88785E+18,0
1/1/2015 14:12,2.04369E+18,5.033118
1/1/2015 14:12,4.03074E+18,0
1/1/2015 14:13,2.14597E+18,10.134614
1/1/2015 14:13,4.7615E+18,13.391864
1/1/2015 14:12,2.31005E+18,0
1/1/2015 14:13,8.92351E+18,0
1/1/2015 14:13,5.79742E+18,13.740241
1/1/2015 14:14,8.10741E+18,0
1/1/2015 14:14,1.58146E+16,8.583707
1/1/2015 14:14,7.34941E+18,0
1/1/2015 14:16,2.94558E+18,0
1/1/2015 14:16,7.05156E+18,0
1/1/2015 14:17,5.18816E+18,11.746639
1/1/2015 14:17,6.93601E+18,0
1/1/2015 14:17,5.08025E+18,11.199628
1/1/2015 14:18,2.90048E+18,0
1/1/2015 14:18,1.17285E+17,14.830838
1/1/2015 14:19,1.33644E+18,7.919873
1/1/2015 14:19,8.26369E+18,0
1/1/2015 14:19,5.01999E+18,0
1/1/2015 14:22,8.53728E+18,13.659484
1/1/2015 14:22,2.26273E+18,0
1/1/2015 14:23,4.44806E+18,0
1/1/2015 14:23,6.49342E+18,8.971816
1/1/2015 14:24,5.66012E+18,0
1/1/2015 14:25,4.96958E+18,0
1/1/2015 14:25,7.03134E+18,0
1/1/2015 14:24,6.99604E+18,0
1/1/2015 14:25,7.19508E+18,9.894497
1/1/2015 14:25,2.92728E+18,0
1/1/2015 14:26,6.98593E+18,11.338456
1/1/2015 14:26,1.55863E+16,0
1/1/2015 14:28,3.53912E+18,0
1/1/2015 14:27,2.84144E+18,0
1/1/2015 14:27,4.29719E+18,13.557754
1/1/2015 14:27,6.15906E+18,0
1/1/2015 14:28,4.40402E+18,11.797662
1/1/2015 14:29,1.26533E+18,0
1/1/2015 14:28,8.38139E+18,0
1/1/2015 14:30,9.12834E+17,14.253515
1/1/2015 14:29,6.327E+18,0
1/1/2015 14:29,8.6283E+18,10.246392
1/1/2015 14:30,7.63463E+18,9.298075
1/1/2015 14:30,7.67201E+18,0
1/1/2015 14:30,7.34134E+18,15.021847
1/1/2015 14:30,7.85163E+17,0
1/1/2015 14:31,2.8707E+18,6.790168
1/1/2015 14:31,1.83425E+18,5.503018
1/1/2015 14:31,4.71395E+18,0
1/1/2015 14:33,4.96274E+18,0
1/1/2015 14:33,5.84503E+18,0
1/1/2015 14:34,6.78149E+18,7.546933
1/1/2015 14:34,7.91562E+18,0
1/1/2015 14:34,4.12139E+18,13.615429
1/1/2015 14:34,4.91739E+18,0
1/1/2015 14:35,1.66212E+18,7.542026
1/1/2015 14:34,4.14063E+18,13.159611
1/1/2015 14:35,8.71208E+18,0
1/1/2015 14:37,3.01468E+18,0
1/1/2015 14:36,2.76916E+18,6.327656
1/1/2015 14:37,3.44669E+18,0
1/1/2015 14:37,5.59167E+18,14.379289
1/1/2015 14:37,4.6251E+18,0
1/1/2015 14:37,7.58669E+18,10.587798
1/1/2015 14:39,1.3144E+18,0
1/1/2015 14:39,7.49809E+18,0
1/1/2015 14:40,3.52359E+17,0
1/1/2015 14:40,5.09812E+18,0
1/1/2015 14:42,8.64426E+18,8.452648
1/1/2015 14:43,7.19374E+18,0
1/1/2015 14:43,9.05632E+17,0
1/1/2015 14:45,5.56508E+18,10.548138
1/1/2015 14:45,7.29108E+18,0
1/1/2015 14:45,6.5147E+18,7.305476
1/1/2015 14:47,6.08205E+18,0
1/1/2015 14:47,4.2614E+18,9.372957
1/1/2015 14:47,5.95787E+18,11.961504
1/1/2015 14:48,8.62305E+18,0
1/1/2015 14:48,5.16712E+18,5.27687
1/1/2015 14:48,6.72476E+18,0
1/1/2015 14:49,8.43592E+18,0
1/1/2015 14:49,7.66368E+18,9.681399
1/1/2015 14:49,2.78614E+18,7.262755
1/1/2015 14:50,2.74056E+18,0
1/1/2015 14:50,6.7827E+18,13.031532
1/1/2015 14:51,8.81974E+18,11.165602
1/1/2015 14:52,4.50764E+18,0
1/1/2015 14:53,5.28718E+18,10.982335
1/1/2015 14:52,9.49464E+17,0
1/1/2015 14:52,2.68549E+18,0
1/1/2015 14:54,6.70486E+17,8.135649
1/1/2015 14:55,3.82192E+18,14.441568
1/1/2015 14:55,7.7862E+18,7.401464
1/1/2015 14:55,2.46599E+17,14.989903
1/1/2015 14:56,7.17795E+16,0
1/1/2015 14:57,3.63295E+18,10.894213
1/1/2015 15:00,5.30471E+18,0
1/1/2015 15:02,6.92113E+17,0
1/1/2015 15:02,5.77584E+18,6.643385
1/1/2015 15:02,4.8436E+18,8.150145
1/1/2015 15:03,3.97936E+17,0
1/1/2015 15:04,5.34091E+18,0
1/1/2015 15:03,3.68586E+18,0
1/1/2015 15:04,6.685E+18,0
1/1/2015 15:04,3.50571E+18,0
1/1/2015 15:04,8.613E+18,0
1/1/2015 15:04,5.38199E+18,8.21524
1/1/2015 15:05,2.64655E+18,0
1/1/2015 15:06,5.07495E+18,0
1/1/2015 15:06,1.7563E+18,0
1/1/2015 15:09,2.72773E+18,0
1/1/2015 15:10,2.686E+18,0
1/1/2015 15:10,7.77188E+18,0
1/1/2015 15:11,6.31434E+18,9.465397
1/1/2015 15:11,7.34527E+18,0
1/1/2015 15:12,5.42411E+18,14.973828
1/1/2015 15:13,1.25795E+18,8.189153
1/1/2015 15:13,7.06832E+18,13.463276
1/1/2015 15:13,4.45238E+18,9.377342
1/1/2015 15:14,8.20633E+18,0
1/1/2015 15:14,7.17363E+17,0
1/1/2015 15:14,3.45449E+18,7.073089
1/1/2015 15:14,5.34367E+18,0
1/1/2015 15:15,8.99814E+18,0
1/1/2015 15:15,6.73619E+18,0
1/1/2015 15:16,4.62165E+18,8.144482
1/1/2015 15:16,6.69733E+18,7.887592
1/1/2015 15:16,7.76742E+18,0
1/1/2015 15:17,3.33318E+18,9.005395
1/1/2015 15:16,8.46621E+18,12.785509
1/1/2015 15:17,4.7574E+18,10.617202
1/1/2015 15:17,2.53588E+18,0
1/1/2015 15:18,6.3724E+18,0
1/1/2015 15:18,3.75336E+18,8.690167
1/1/2015 15:18,7.89366E+18,14.344681
1/1/2015 15:18,4.13625E+18,13.111706
1/1/2015 15:19,7.5813E+18,12.074959
1/1/2015 15:19,1.84845E+18,14.464473
1/1/2015 15:20,3.90751E+18,0
1/1/2015 15:20,2.3915E+18,5.240082
1/1/2015 15:20,7.47684E+18,5.633697
1/1/2015 15:22,3.76054E+18,0
1/1/2015 15:22,8.85248E+18,9.030637
1/1/2015 15:22,6.9358E+18,13.862628
1/1/2015 15:22,2.93122E+18,9.971717
1/1/2015 15:23,2.98679E+18,8.178022
1/1/2015 15:23,1.54226E+18,0
1/1/2015 15:25,4.45726E+18,13.410441
1/1/2015 15:26,8.66563E+18,0
1/1/2015 15:26,2.21943E+18,9.213882
1/1/2015 15:26,8.97665E+18,0
1/1/2015 15:26,5.65055E+18,0
1/1/2015 15:27,8.81636E+18,0
1/1/2015 15:26,8.8545E+17,14.011979
1/1/2015 15:30,7.38165E+18,7.294828
1/1/2015 15:29,3.17513E+18,7.644619
1/1/2015 15:30,5.97803E+18,9.105263
1/1/2015 15:30,1.14939E+18,9.610567
1/1/2015 15:33,6.46031E+18,0
1/1/2015 15:31,3.85021E+18,13.860129
1/1/2015 15:32,3.48547E+18,0
1/1/2015 15:32,8.19097E+18,0
1/1/2015 15:33,3.7795E+18,14.67168
1/1/2015 15:33,2.11211E+18,0
1/1/2015 15:33,5.66049E+17,6.631184
1/1/2015 15:34,5.42428E+17,0
1/1/2015 15:35,2.09882E+18,13.770069
1/1/2015 15:35,8.34741E+18,5.289035
1/1/2015 15:35,3.49215E+18,8.481728
1/1/2015 15:36,5.80429E+18,0
1/1/2015 15:37,8.93462E+18,0
1/1/2015 15:37,1.0238E+18,0
1/1/2015 15:38,2.34453E+18,11.840264
1/1/2015 15:38,5.72931E+18,14.419598
1/1/2015 15:39,8.11927E+18,12.770614
1/1/2015 15:40,3.12571E+18,9.759176
1/1/2015 15:40,4.04879E+18,12.124844
1/1/2015 15:41,6.49272E+18,9.431131
1/1/2015 15:41,7.02714E+18,12.226672
1/1/2015 15:41,3.71316E+18,12.185518
1/1/2015 15:41,2.13518E+18,0
1/1/2015 15:44,6.54799E+18,5.805354
1/1/2015 15:44,4.28407E+18,0
1/1/2015 15:45,3.24807E+18,0
1/1/2015 15:45,6.53036E+17,0
1/1/2015 15:47,6.29707E+18,0
1/1/2015 15:48,2.5282E+18,7.128581
1/1/2015 15:48,1.58568E+18,0
1/1/2015 15:50,7.18769E+18,0
1/1/2015 15:50,3.33021E+18,10.622513
1/1/2015 15:51,2.34975E+18,0
1/1/2015 15:51,6.03757E+17,0
1/1/2015 15:52,4.55062E+18,12.401363
1/1/2015 15:53,1.04514E+18,0
1/1/2015 15:54,1.35276E+17,9.196674
1/1/2015 15:55,4.45098E+18,0
1/1/2015 15:57,2.71963E+18,5.491128
1/1/2015 15:57,8.12576E+18,13.582233
1/1/2015 15:58,1.65322E+17,14.178632
1/1/2015 15:58,7.53097E+18,14.088875
1/1/2015 15:59,3.48524E+17,13.492824
1/1/2015 16:00,6.33301E+17,5.286802
1/1/2015 16:00,6.61119E+18,0
1/1/2015 16:00,7.6763E+18,0
1/1/2015 16:00,4.35572E+18,6.374962
1/1/2015 16:01,2.22887E+18,6.273641
1/1/2015 16:03,1.31601E+18,5.096544
1/1/2015 16:02,6.30825E+18,13.78221
1/1/2015 16:02,2.87631E+18,0
1/1/2015 16:04,4.28099E+18,12.55808
1/1/2015 16:04,5.13595E+18,0
1/1/2015 16:04,6.99371E+18,9.166617
1/1/2015 16:07,4.26607E+18,0
1/1/2015 16:07,4.599E+18,0
1/1/2015 16:09,7.90758E+18,8.843345
1/1/2015 16:10,5.3667E+18,0
1/1/2015 16:10,6.10657E+18,0
1/1/2015 16:10,4.44877E+18,0
1/1/2015 16:13,8.90333E+18,0
1/1/2015 16:14,5.48916E+18,0
1/1/2015 16:14,7.5587E+18,0
1/1/2015 16:14,8.24044E+18,0
1/1/2015 16:15,5.99942E+18,0
1/1/2015 16:15,1.61274E+18,0
1/1/2015 16:15,6.09879E+18,0
1/1/2015 16:15,8.40748E+18,0
1/1/2015 16:17,6.69383E+18,11.273656
1/1/2015 16:16,8.16644E+18,7.173354
1/1/2015 16:17,4.66998E+18,0
1/1/2015 16:17,2.43929E+18,7.635794
1/1/2015 16:20,8.64194E+18,5.701251
1/1/2015 16:19,8.74177E+18,7.906719
1/1/2015 16:20,4.74125E+18,0
1/1/2015 16:20,5.38731E+18,0
1/1/2015 16:20,6.1481E+18,0
1/1/2015 16:21,3.68628E+18,10.754055
1/1/2015 16:22,8.18848E+18,0
1/1/2015 16:22,4.57119E+18,13.385569
1/1/2015 16:23,8.03759E+18,0
1/1/2015 16:24,7.79369E+18,0
1/1/2015 16:25,7.22138E+18,7.143498
1/1/2015 16:24,6.71983E+18,10.34317
1/1/2015 16:25,8.5779E+18,0
1/1/2015 16:26,9.53569E+17,14.570184
1/1/2015 16:26,7.00284E+18,13.862066
1/1/2015 16:27,3.85697E+18,12.764946
1/1/2015 16:27,5.58849E+18,13.681037
1/1/2015 16:28,2.47242E+18,9.330664
1/1/2015 16:28,1.55072E+17,13.590251
1/1/2015 16:28,5.36891E+18,10.598565
1/1/2015 16:29,7.58737E+18,13.992374
1/1/2015 16:29,4.91406E+18,7.282748
1/1/2015 16:30,8.31644E+18,6.287398
1/1/2015 16:31,7.8152E+18,12.979195
1/1/2015 16:31,8.64283E+18,0
1/1/2015 16:31,4.81603E+18,13.474479
1/1/2015 16:31,8.73224E+18,13.521254
1/1/2015 16:32,8.623E+18,0
1/1/2015 16:33,8.51161E+18,8.986641
1/1/2015 16:32,6.43391E+18,9.647284
1/1/2015 16:33,8.41095E+18,0
1/1/2015 16:33,2.39662E+18,0
1/1/2015 16:35,9.1628E+18,0
1/1/2015 16:35,8.58934E+18,14.044687
1/1/2015 16:35,5.71452E+18,0
1/1/2015 16:35,7.36628E+18,0
1/1/2015 16:38,3.27155E+18,10.720666
1/1/2015 16:38,1.42822E+18,0
1/1/2015 16:39,4.59262E+18,11.574082
1/1/2015 16:39,7.87133E+18,0
1/1/2015 16:40,6.55651E+18,0
1/1/2015 16:43,4.10762E+18,0
1/1/2015 16:44,5.6142E+18,0
1/1/2015 16:44,7.36123E+18,14.623971
1/1/2015 16:44,4.37475E+18,0
1/1/2015 16:45,8.44965E+18,0
1/1/2015 16:46,4.75443E+18,0
1/1/2015 16:46,1.26436E+17,0
1/1/2015 16:46,7.99808E+18,0
1/1/2015 16:46,3.9635E+18,12.329638
1/1/2015 16:47,4.27394E+18,0
1/1/2015 16:47,9.56435E+17,10.926931
1/1/2015 16:48,4.95276E+18,0
1/1/2015 16:48,6.07548E+18,0
1/1/2015 16:48,5.61575E+18,14.935235
1/1/2015 16:48,1.14215E+18,0
1/1/2015 16:49,3.65869E+18,11.450436
1/1/2015 16:51,6.87473E+18,0
1/1/2015 16:52,6.12372E+18,0
1/1/2015 16:52,3.00165E+18,7.430362
1/1/2015 16:52,5.14815E+18,0
1/1/2015 16:52,5.80823E+18,6.444589
1/1/2015 16:54,7.65358E+18,0
1/1/2015 16:53,3.10102E+17,0
1/1/2015 16:53,2.60345E+18,0
1/1/2015 16:55,7.23336E+18,0
1/1/2015 16:56,8.1515E+18,0
1/1/2015 16:56,3.60403E+18,7.526024
1/1/2015 16:56,6.58623E+17,10.445947
1/1/2015 16:56,5.2391E+18,12.631849
1/1/2015 16:57,5.43151E+18,5.683239
1/1/2015 16:56,3.75021E+18,10.872934
1/1/2015 16:57,8.15371E+18,0
1/1/2015 16:57,9.07116E+18,0
1/1/2015 16:58,4.37991E+18,0
1/1/2015 16:58,3.98948E+17,9.433842
1/1/2015 16:59,3.64847E+17,11.840731
1/1/2015 16:59,1.59146E+18,0
1/1/2015 16:59,2.71654E+18,0
1/1/2015 16:59,3.10221E+18,0
1/1/2015 16:59,8.93955E+18,12.104857
1/1/2015 17:00,2.62479E+18,12.941045
1/1/2015 17:00,8.57258E+18,6.247924
1/1/2015 17:00,4.09278E+18,0
1/1/2015 17:02,2.28676E+18,13.455558
1/1/2015 17:03,6.27052E+18,0
1/1/2015 17:04,7.45734E+18,11.684852
1/1/2015 17:05,4.50412E+18,13.80886
1/1/2015 17:06,1.06164E+18,6.12467
1/1/2015 17:07,4.67213E+17,14.480635
1/1/2015 17:07,2.47844E+18,11.193856
1/1/2015 17:09,6.20384E+17,6.20777
1/1/2015 17:09,3.9567E+18,13.086146
1/1/2015 17:11,4.51617E+18,5.166876
1/1/2015 17:11,2.75955E+18,13.843272
1/1/2015 17:12,6.55252E+17,7.437648
1/1/2015 17:12,3.78532E+17,12.925491
1/1/2015 17:14,4.03324E+18,0
1/1/2015 17:14,6.72675E+18,5.147029
1/1/2015 17:15,8.46372E+18,10.932264
1/1/2015 17:15,8.29712E+18,5.856012
1/1/2015 17:15,7.33823E+18,0
1/1/2015 17:17,5.36169E+18,10.11746
1/1/2015 17:16,8.02733E+18,8.694496
1/1/2015 17:17,8.47183E+18,10.024762
1/1/2015 17:17,6.14654E+18,5.350313
1/1/2015 17:19,6.1736E+18,0
1/1/2015 17:19,4.5617E+18,0
1/1/2015 17:20,1.73016E+18,0
1/1/2015 17:21,9.21105E+18,7.920312
1/1/2015 17:22,3.91276E+18,0
1/1/2015 17:22,2.85082E+18,0
1/1/2015 17:22,6.98359E+18,14.779569
1/1/2015 17:23,9.90078E+16,9.388473
1/1/2015 17:24,2.40628E+18,14.728585
1/1/2015 17:24,7.10987E+18,0
1/1/2015 17:24,4.25219E+18,0
1/1/2015 17:26,4.18618E+18,0
1/1/2015 17:27,4.21671E+18,0
1/1/2015 17:27,1.41029E+18,14.364915
1/1/2015 17:27,6.09681E+18,0
1/1/2015 17:27,6.62499E+18,0
1/1/2015 17:29,6.0686E+18,0
1/1/2015 17:28,7.83363E+18,6.197065
1/1/2015 17:29,5.26086E+18,6.203868
1/1/2015 17:30,8.27853E+18,0
1/1/2015 17:32,1.33448E+18,10.881628
1/1/2015 17:33,9.01439E+18,6.021981
1/1/2015 17:33,6.1619E+18,0
1/1/2015 17:33,1.0016E+18,0
1/1/2015 17:34,8.72619E+18,9.878408
1/1/2015 17:33,8.15116E+18,0
1/1/2015 17:34,6.72076E+18,0
1/1/2015 17:35,3.90273E+18,5.197652
1/1/2015 17:35,3.21961E+18,8.684311
1/1/2015 17:35,8.30876E+18,0
1/1/2015 17:36,1.24861E+18,0
1/1/2015 17:36,8.49559E+18,13.417729
1/1/2015 17:36,8.30275E+18,0
1/1/2015 17:36,3.47811E+18,6.628874
1/1/2015 17:37,9.56809E+17,9.961841
1/1/2015 17:37,3.28968E+18,0
1/1/2015 17:38,8.03113E+18,5.326732
1/1/2015 17:38,1.39928E+18,5.812627
1/1/2015 17:40,5.42896E+18,6.007781
1/1/2015 17:40,8.99504E+18,0
1/1/2015 17:41,2.22085E+18,0
1/1/2015 17:41,2.26609E+17,0
1/1/2015 17:41,1.82088E+18,0
1/1/2015 17:41,5.36629E+18,0
1/1/2015 17:42,7.56888E+18,0
1/1/2015 17:43,2.74771E+18,0
1/1/2015 17:44,8.12149E+17,0
1/1/2015 17:44,3.97475E+18,0
1/1/2015 17:44,8.46715E+18,5.024159
1/1/2015 17:44,1.86393E+18,0
1/1/2015 17:45,6.99225E+18,0
1/1/2015 17:46,5.17825E+18,8.651549
1/1/2015 17:48,7.99741E+18,0
1/1/2015 17:47,3.95262E+18,0
1/1/2015 17:48,4.9476E+17,0
1/1/2015 17:49,3.41757E+18,10.112499
1/1/2015 17:49,4.00577E+18,5.559682
1/1/2015 17:49,6.32355E+18,6.292774
1/1/2015 17:50,6.22683E+18,0
1/1/2015 17:50,2.93923E+18,0
1/1/2015 17:51,3.74247E+18,5.940826
1/1/2015 17:51,5.77804E+18,9.474191
1/1/2015 17:53,1.69543E+18,0
1/1/2015 17:53,1.73635E+17,0
1/1/2015 17:56,7.0945E+18,12.442632
1/1/2015 17:55,7.85642E+18,13.838907
1/1/2015 17:56,4.67062E+18,14.975261
1/1/2015 17:57,2.81759E+18,5.854117
1/1/2015 17:57,5.0493E+18,6.913163
1/1/2015 17:58,3.66211E+18,5.998248
1/1/2015 17:58,7.72607E+18,0
1/1/2015 17:59,3.59935E+18,0
1/1/2015 17:59,7.50968E+18,14.232323
1/1/2015 18:00,5.1656E+18,0
1/1/2015 18:00,7.3182E+18,0
1/1/2015 18:01,2.54588E+16,0
1/1/2015 18:01,1.57444E+18,0
